SEASON_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE,FG2M,FG2A,FG2_PTS,FG3_PTS,FRAC_ATT_2PT,FRAC_ATT_3PT,FRAC_MK_2PT,FRAC_MK_3PT,FRAC_PTS_2PT,FRAC_PTS_3PT,FRAC_PTS_FT,OPP_TEAM_ABBR,OPP_PTS,MONTH,YEAR,HOME_AWAY,CONFERENCE,OPP_CONFERENCE,DATE_MATCHUP
22025,1610612761,TOR,Toronto Raptors,0022500082,2025-10-22,TOR @ ATL,W,240,54,95,0.568,6,25,0.24,24,29,0.828,12,42,54,36,10,4,19,31,138,20,1,48,70,96,18,0.7368421052631579,0.2631578947368421,0.8888888888888888,0.1111111111111111,0.6956521739130435,0.13043478260869565,0.17391304347826086,ATL,118,10,2025,AWAY,EAST,EAST,10-22 @ ATL
22025,1610612741,CHI,Chicago Bulls,0022500084,2025-10-22,CHI vs. DET,W,240,39,87,0.448,11,30,0.367,26,32,0.813,12,38,50,29,6,8,18,23,115,4,1,28,57,56,33,0.6551724137931034,0.3448275862068966,0.717948717948718,0.28205128205128205,0.48695652173913045,0.28695652173913044,0.22608695652173913,DET,111,10,2025,HOME,EAST,EAST,10-22 vs. DET
22025,1610612749,MIL,Milwaukee Bucks,0022500086,2025-10-22,MIL vs. WAS,W,240,50,98,0.51,18,44,0.409,15,19,0.789,6,40,46,31,8,6,8,22,133,13,1,32,54,64,54,0.5510204081632653,0.4489795918367347,0.64,0.36,0.48120300751879697,0.40601503759398494,0.11278195488721804,WAS,120,10,2025,HOME,EAST,EAST,10-22 vs. WAS
22025,1610612765,DET,Detroit Pistons,0022500084,2025-10-22,DET @ CHI,L,240,43,97,0.443,7,24,0.292,18,26,0.692,13,33,46,29,8,10,10,29,111,-4,1,36,73,72,21,0.7525773195876289,0.24742268041237114,0.8372093023255814,0.16279069767441862,0.6486486486486487,0.1891891891891892,0.16216216216216217,CHI,115,10,2025,AWAY,EAST,EAST,10-22 @ CHI
22025,1610612740,NOP,New Orleans Pelicans,0022500085,2025-10-22,NOP @ MEM,L,240,45,98,0.459,10,27,0.37,22,31,0.71,17,30,47,20,10,4,15,30,122,-6,1,35,71,70,30,0.7244897959183674,0.2755102040816326,0.7777777777777778,0.2222222222222222,0.5737704918032787,0.2459016393442623,0.18032786885245902,MEM,128,10,2025,AWAY,EAST,WEST,10-22 @ MEM
22025,1610612763,MEM,Memphis Grizzlies,0022500085,2025-10-22,MEM vs. NOP,W,240,41,80,0.513,11,37,0.297,35,43,0.814,6,33,39,20,5,12,17,29,128,6,1,30,43,60,33,0.5375,0.4625,0.7317073170731707,0.2682926829268293,0.46875,0.2578125,0.2734375,NOP,122,10,2025,HOME,WEST,EAST,10-22 vs. NOP
22025,1610612739,CLE,Cleveland Cavaliers,0022500003,2025-10-22,CLE @ NYK,L,240,40,86,0.465,19,46,0.413,12,18,0.667,4,28,32,21,8,4,15,25,111,-8,1,21,40,42,57,0.46511627906976744,0.5348837209302325,0.525,0.475,0.3783783783783784,0.5135135135135135,0.10810810810810811,NYK,119,10,2025,AWAY,EAST,EAST,10-22 @ NYK
22025,1610612753,ORL,Orlando Magic,0022500081,2025-10-22,ORL vs. MIA,W,240,42,90,0.467,12,30,0.4,29,35,0.829,9,37,46,23,8,7,15,20,125,4,1,30,60,60,36,0.6666666666666666,0.3333333333333333,0.7142857142857143,0.2857142857142857,0.48,0.288,0.232,MIA,121,10,2025,HOME,EAST,EAST,10-22 vs. MIA
22025,1610612750,MIN,Minnesota Timberwolves,0022500089,2025-10-22,MIN @ POR,W,240,42,86,0.488,15,30,0.5,19,24,0.792,10,35,45,21,10,10,19,29,118,4,1,27,56,54,45,0.6511627906976745,0.3488372093023256,0.6428571428571429,0.35714285714285715,0.4576271186440678,0.3813559322033898,0.16101694915254236,POR,114,10,2025,AWAY,WEST,WEST,10-22 @ POR
22025,1610612762,UTA,Utah Jazz,0022500087,2025-10-22,UTA vs. LAC,W,240,48,87,0.552,17,44,0.386,16,20,0.8,13,33,46,38,11,6,13,21,129,21,1,31,43,62,51,0.4942528735632184,0.5057471264367817,0.6458333333333334,0.3541666666666667,0.4806201550387597,0.3953488372093023,0.12403100775193798,LAC,108,10,2025,HOME,WEST,WEST,10-22 vs. LAC
22025,1610612746,LAC,LA Clippers,0022500087,2025-10-22,LAC @ UTA,L,240,39,88,0.443,14,45,0.311,16,21,0.762,15,23,38,28,8,6,15,21,108,-21,1,25,43,50,42,0.48863636363636365,0.5113636363636364,0.6410256410256411,0.358974358974359,0.46296296296296297,0.3888888888888889,0.14814814814814814,UTA,129,10,2025,AWAY,WEST,WEST,10-22 @ UTA
22025,1610612757,POR,Portland Trail Blazers,0022500089,2025-10-22,POR vs. MIN,L,240,36,90,0.4,13,42,0.31,29,35,0.829,7,32,39,25,10,3,16,17,114,-4,1,23,48,46,39,0.5333333333333333,0.4666666666666667,0.6388888888888888,0.3611111111111111,0.40350877192982454,0.34210526315789475,0.2543859649122807,MIN,118,10,2025,HOME,WEST,WEST,10-22 vs. MIN
22025,1610612758,SAC,Sacramento Kings,0022500088,2025-10-22,SAC @ PHX,L,240,47,94,0.5,9,24,0.375,13,23,0.565,9,28,37,24,10,10,13,22,116,-4,1,38,70,76,27,0.7446808510638298,0.2553191489361702,0.8085106382978723,0.19148936170212766,0.6551724137931034,0.23275862068965517,0.11206896551724138,PHX,120,10,2025,AWAY,WEST,WEST,10-22 @ PHX
22025,1610612742,DAL,Dallas Mavericks,0022500004,2025-10-22,DAL vs. SAS,L,240,31,83,0.373,9,21,0.429,21,26,0.808,9,28,37,20,5,3,16,24,92,-33,1,22,62,44,27,0.7469879518072289,0.25301204819277107,0.7096774193548387,0.2903225806451613,0.4782608695652174,0.29347826086956524,0.22826086956521738,SAS,125,10,2025,HOME,WEST,WEST,10-22 vs. SAS
22025,1610612756,PHX,Phoenix Suns,0022500088,2025-10-22,PHX vs. SAC,W,240,45,95,0.474,10,34,0.294,20,28,0.714,18,33,51,23,7,7,16,25,120,4,1,35,61,70,30,0.6421052631578947,0.35789473684210527,0.7777777777777778,0.2222222222222222,0.5833333333333334,0.25,0.16666666666666666,SAC,116,10,2025,HOME,WEST,WEST,10-22 vs. SAC
22025,1610612759,SAS,San Antonio Spurs,0022500004,2025-10-22,SAS @ DAL,W,240,50,87,0.575,8,20,0.4,17,28,0.607,11,39,50,24,10,5,15,24,125,33,1,42,67,84,24,0.7701149425287356,0.22988505747126436,0.84,0.16,0.672,0.192,0.136,DAL,92,10,2025,AWAY,WEST,WEST,10-22 @ DAL
22025,1610612738,BOS,Boston Celtics,0022500083,2025-10-22,BOS vs. PHI,L,240,41,91,0.451,11,43,0.256,23,26,0.885,10,32,42,16,7,4,11,28,116,-1,1,30,48,60,33,0.5274725274725275,0.4725274725274725,0.7317073170731707,0.2682926829268293,0.5172413793103449,0.28448275862068967,0.19827586206896552,PHI,117,10,2025,HOME,EAST,EAST,10-22 vs. PHI
22025,1610612755,PHI,Philadelphia 76ers,0022500083,2025-10-22,PHI @ BOS,W,240,39,85,0.459,16,41,0.39,23,30,0.767,10,30,40,23,3,4,14,23,117,1,1,23,44,46,48,0.5176470588235295,0.4823529411764706,0.5897435897435898,0.41025641025641024,0.39316239316239315,0.41025641025641024,0.19658119658119658,BOS,116,10,2025,AWAY,EAST,EAST,10-22 @ BOS
22025,1610612754,IND,Indiana Pacers,0022500005,2025-10-23,IND vs. OKC,L,290,46,105,0.438,13,43,0.302,30,40,0.75,11,44,55,21,6,4,14,37,135,-6,1,33,62,66,39,0.5904761904761905,0.4095238095238095,0.717391304347826,0.2826086956521739,0.4888888888888889,0.28888888888888886,0.2222222222222222,OKC,141,10,2025,HOME,EAST,WEST,10-23 vs. OKC
22025,1610612760,OKC,Oklahoma City Thunder,0022500005,2025-10-23,OKC @ IND,W,290,43,95,0.453,10,35,0.286,45,51,0.882,9,51,60,17,6,2,14,33,141,6,1,33,60,66,30,0.631578947368421,0.3684210526315789,0.7674418604651163,0.23255813953488372,0.46808510638297873,0.2127659574468085,0.3191489361702128,IND,135,10,2025,AWAY,WEST,EAST,10-23 @ IND
22025,1610612743,DEN,Denver Nuggets,0022500006,2025-10-23,DEN @ GSW,L,265,51,95,0.537,16,40,0.4,13,14,0.929,7,36,43,32,8,4,13,22,131,-6,1,35,55,70,48,0.5789473684210527,0.42105263157894735,0.6862745098039216,0.3137254901960784,0.5343511450381679,0.366412213740458,0.09923664122137404,GSW,137,10,2025,AWAY,WEST,WEST,10-23 @ GSW
22025,1610612744,GSW,Golden State Warriors,0022500006,2025-10-23,GSW vs. DEN,W,265,50,99,0.505,18,47,0.383,19,25,0.76,10,33,43,33,11,3,9,16,137,6,1,32,52,64,54,0.5252525252525253,0.47474747474747475,0.64,0.36,0.46715328467153283,0.39416058394160586,0.1386861313868613,DEN,131,10,2025,HOME,WEST,WEST,10-23 vs. DEN
22025,1610612738,BOS,Boston Celtics,0022500018,2025-10-24,BOS @ NYK,L,240,35,82,0.427,15,44,0.341,10,15,0.667,8,29,37,19,10,7,16,25,95,-10,1,20,38,40,45,0.4634146341463415,0.5365853658536586,0.5714285714285714,0.42857142857142855,0.42105263157894735,0.47368421052631576,0.10526315789473684,NYK,105,10,2025,AWAY,EAST,EAST,10-24 @ NYK
22025,1610612763,MEM,Memphis Grizzlies,0022500094,2025-10-24,MEM vs. MIA,L,240,38,95,0.4,13,45,0.289,25,28,0.893,12,29,41,29,8,4,20,19,114,-32,1,25,50,50,39,0.5263157894736842,0.47368421052631576,0.6578947368421053,0.34210526315789475,0.43859649122807015,0.34210526315789475,0.21929824561403508,MIA,146,10,2025,HOME,WEST,EAST,10-24 vs. MIA
22025,1610612765,DET,Detroit Pistons,0022500093,2025-10-24,DET @ HOU,W,240,42,90,0.467,16,39,0.41,15,23,0.652,15,33,48,26,6,11,18,31,115,4,1,26,51,52,48,0.5666666666666667,0.43333333333333335,0.6190476190476191,0.38095238095238093,0.45217391304347826,0.41739130434782606,0.13043478260869565,HOU,111,10,2025,AWAY,EAST,WEST,10-24 @ HOU
22025,1610612742,DAL,Dallas Mavericks,0022500096,2025-10-24,DAL vs. WAS,L,240,38,88,0.432,10,34,0.294,21,27,0.778,9,39,48,23,11,5,21,19,107,-10,1,28,54,56,30,0.6136363636363636,0.38636363636363635,0.7368421052631579,0.2631578947368421,0.5233644859813084,0.2803738317757009,0.19626168224299065,WAS,117,10,2025,HOME,WEST,EAST,10-24 vs. WAS
22025,1610612739,CLE,Cleveland Cavaliers,0022500091,2025-10-24,CLE @ BKN,W,240,44,82,0.537,18,42,0.429,25,35,0.714,9,27,36,32,14,5,17,18,131,7,1,26,40,52,54,0.4878048780487805,0.5121951219512195,0.5909090909090909,0.4090909090909091,0.3969465648854962,0.4122137404580153,0.19083969465648856,BKN,124,10,2025,AWAY,EAST,EAST,10-24 @ BKN
22025,1610612764,WAS,Washington Wizards,0022500096,2025-10-24,WAS @ DAL,W,240,41,90,0.456,15,36,0.417,20,29,0.69,10,38,48,27,11,8,17,24,117,10,1,26,54,52,45,0.6,0.4,0.6341463414634146,0.36585365853658536,0.4444444444444444,0.38461538461538464,0.17094017094017094,DAL,107,10,2025,AWAY,EAST,WEST,10-24 @ DAL
22025,1610612750,MIN,Minnesota Timberwolves,0022500019,2025-10-24,MIN @ LAL,L,240,41,88,0.466,13,38,0.342,15,21,0.714,15,25,40,24,4,3,12,27,110,-18,1,28,50,56,39,0.5681818181818182,0.4318181818181818,0.6829268292682927,0.3170731707317073,0.509090909090909,0.35454545454545455,0.13636363636363635,LAL,128,10,2025,AWAY,WEST,WEST,10-24 @ LAL
22025,1610612744,GSW,Golden State Warriors,0022500097,2025-10-24,GSW @ POR,L,240,35,80,0.438,16,38,0.421,33,39,0.846,12,29,41,24,12,3,25,22,119,-20,1,19,42,38,48,0.525,0.475,0.5428571428571428,0.45714285714285713,0.31932773109243695,0.40336134453781514,0.2773109243697479,POR,139,10,2025,AWAY,WEST,WEST,10-24 @ POR
22025,1610612757,POR,Portland Trail Blazers,0022500097,2025-10-24,POR vs. GSW,W,240,50,93,0.538,16,34,0.471,23,25,0.92,10,28,38,30,13,5,19,28,139,20,1,34,59,68,48,0.6344086021505376,0.3655913978494624,0.68,0.32,0.4892086330935252,0.34532374100719426,0.16546762589928057,GSW,119,10,2025,HOME,WEST,WEST,10-24 vs. GSW
22025,1610612737,ATL,Atlanta Hawks,0022500090,2025-10-24,ATL @ ORL,W,240,41,85,0.482,8,29,0.276,21,28,0.75,9,31,40,26,9,5,16,21,111,4,1,33,56,66,24,0.6588235294117647,0.3411764705882353,0.8048780487804879,0.1951219512195122,0.5945945945945946,0.21621621621621623,0.1891891891891892,ORL,107,10,2025,AWAY,EAST,EAST,10-24 @ ORL
22025,1610612753,ORL,Orlando Magic,0022500090,2025-10-24,ORL vs. ATL,L,240,37,78,0.474,9,31,0.29,24,37,0.649,12,33,45,21,7,3,22,26,107,-4,1,28,47,56,27,0.6025641025641025,0.3974358974358974,0.7567567567567568,0.24324324324324326,0.5233644859813084,0.2523364485981308,0.22429906542056074,ATL,111,10,2025,HOME,EAST,EAST,10-24 vs. ATL
22025,1610612751,BKN,Brooklyn Nets,0022500091,2025-10-24,BKN vs. CLE,L,240,49,96,0.51,19,45,0.422,7,7,1.0,10,28,38,30,9,0,20,28,124,-7,1,30,51,60,57,0.53125,0.46875,0.6122448979591837,0.3877551020408163,0.4838709677419355,0.4596774193548387,0.056451612903225805,CLE,131,10,2025,HOME,EAST,EAST,10-24 vs. CLE
22025,1610612747,LAL,Los Angeles Lakers,0022500019,2025-10-24,LAL vs. MIN,W,240,45,76,0.592,12,29,0.414,26,32,0.813,7,31,38,26,6,3,12,20,128,18,1,33,47,66,36,0.618421052631579,0.3815789473684211,0.7333333333333333,0.26666666666666666,0.515625,0.28125,0.203125,MIN,110,10,2025,HOME,WEST,WEST,10-24 vs. MIN
22025,1610612756,PHX,Phoenix Suns,0022500099,2025-10-24,PHX @ LAC,L,240,37,90,0.411,16,47,0.34,12,15,0.8,15,22,37,23,12,4,18,25,102,-27,1,21,43,42,48,0.4777777777777778,0.5222222222222223,0.5675675675675675,0.43243243243243246,0.4117647058823529,0.47058823529411764,0.11764705882352941,LAC,129,10,2025,AWAY,WEST,WEST,10-24 @ LAC
22025,1610612740,NOP,New Orleans Pelicans,0022500095,2025-10-24,NOP vs. SAS,L,265,42,97,0.433,10,32,0.313,22,29,0.759,16,29,45,24,10,3,15,21,116,-4,1,32,65,64,30,0.6701030927835051,0.32989690721649484,0.7619047619047619,0.23809523809523808,0.5517241379310345,0.25862068965517243,0.1896551724137931,SAS,120,10,2025,HOME,EAST,WEST,10-24 vs. SAS
22025,1610612746,LAC,LA Clippers,0022500099,2025-10-24,LAC vs. PHX,W,240,45,76,0.592,16,29,0.552,23,26,0.885,10,35,45,32,12,5,19,19,129,27,1,29,47,58,48,0.618421052631579,0.3815789473684211,0.6444444444444445,0.35555555555555557,0.4496124031007752,0.37209302325581395,0.17829457364341086,PHX,102,10,2025,HOME,WEST,WEST,10-24 vs. PHX
22025,1610612759,SAS,San Antonio Spurs,0022500095,2025-10-24,SAS @ NOP,W,265,45,98,0.459,13,43,0.302,17,26,0.654,20,39,59,25,6,13,19,27,120,4,1,32,55,64,39,0.5612244897959183,0.4387755102040816,0.7111111111111111,0.28888888888888886,0.5333333333333333,0.325,0.14166666666666666,NOP,116,10,2025,AWAY,WEST,EAST,10-24 @ NOP
22025,1610612758,SAC,Sacramento Kings,0022500098,2025-10-24,SAC vs. UTA,W,240,40,83,0.482,14,32,0.438,11,15,0.733,5,28,33,23,10,4,13,18,105,1,1,26,51,52,42,0.6144578313253012,0.3855421686746988,0.65,0.35,0.49523809523809526,0.4,0.10476190476190476,UTA,104,10,2025,HOME,WEST,WEST,10-24 vs. UTA
22025,1610612762,UTA,Utah Jazz,0022500098,2025-10-24,UTA @ SAC,L,240,38,86,0.442,13,41,0.317,15,17,0.882,11,39,50,25,6,1,20,16,104,-1,1,25,45,50,39,0.5232558139534884,0.47674418604651164,0.6578947368421053,0.34210526315789475,0.4807692307692308,0.375,0.14423076923076922,SAC,105,10,2025,AWAY,WEST,WEST,10-24 @ SAC
22025,1610612749,MIL,Milwaukee Bucks,0022500092,2025-10-24,MIL @ TOR,W,240,47,90,0.522,14,40,0.35,14,25,0.56,14,37,51,25,9,5,19,24,122,6,1,33,50,66,42,0.5555555555555556,0.4444444444444444,0.7021276595744681,0.2978723404255319,0.5409836065573771,0.3442622950819672,0.11475409836065574,TOR,116,10,2025,AWAY,EAST,EAST,10-24 @ TOR
22025,1610612761,TOR,Toronto Raptors,0022500092,2025-10-24,TOR vs. MIL,L,240,42,85,0.494,11,27,0.407,21,32,0.656,10,31,41,25,10,4,16,21,116,-6,1,31,58,62,33,0.6823529411764706,0.3176470588235294,0.7380952380952381,0.2619047619047619,0.5344827586206896,0.28448275862068967,0.1810344827586207,MIL,122,10,2025,HOME,EAST,EAST,10-24 vs. MIL
22025,1610612748,MIA,Miami Heat,0022500094,2025-10-24,MIA @ MEM,W,240,55,102,0.539,19,40,0.475,17,22,0.773,17,40,57,34,15,4,20,25,146,32,1,36,62,72,57,0.6078431372549019,0.39215686274509803,0.6545454545454545,0.34545454545454546,0.4931506849315068,0.3904109589041096,0.11643835616438356,MEM,114,10,2025,AWAY,EAST,WEST,10-24 @ MEM
22025,1610612752,NYK,New York Knicks,0022500018,2025-10-24,NYK vs. BOS,W,240,33,86,0.384,17,45,0.378,22,25,0.88,21,32,53,23,7,4,20,17,105,10,1,16,41,32,51,0.47674418604651164,0.5232558139534884,0.48484848484848486,0.5151515151515151,0.3047619047619048,0.4857142857142857,0.20952380952380953,BOS,95,10,2025,HOME,EAST,EAST,10-24 vs. BOS
22025,1610612745,HOU,Houston Rockets,0022500093,2025-10-24,HOU vs. DET,L,240,32,83,0.386,10,22,0.455,37,48,0.771,17,28,45,15,14,2,14,24,111,-4,1,22,61,44,30,0.7349397590361446,0.26506024096385544,0.6875,0.3125,0.3963963963963964,0.2702702702702703,0.3333333333333333,DET,115,10,2025,HOME,WEST,EAST,10-24 vs. DET
22025,1610612741,CHI,Chicago Bulls,0022500100,2025-10-25,CHI @ ORL,W,240,39,83,0.47,10,27,0.37,22,29,0.759,9,37,46,26,13,2,20,26,110,12,1,29,56,58,30,0.6746987951807228,0.3253012048192771,0.7435897435897436,0.2564102564102564,0.5272727272727272,0.2727272727272727,0.2,ORL,98,10,2025,AWAY,EAST,EAST,10-25 @ ORL
